"FinancialYear","LocationCode","Dataset","DatasetQF","NumberOfAdmissions","NumberOfDischarges","NumberOfStays","NumberOfPatients","NumberOfHospitalResidents","NumberOfHospitalResidentsQF"
"2016/17","H202H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","H202H","Total","d",600,595,315,285,"0"," "
"2016/17","H208H","SMR01"," ",5,5,5,5,"",":"
"2016/17","H208H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","H208H","Total","d",5,5,5,5,"0"," "
"2016/17","H210H","SMR01"," ",5,5,5,5,"",":"
"2016/17","H210H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","H210H","Total","d",5,5,5,5,"0"," "
"2016/17","H211H","SMR01"," ",5,5,5,5,"",":"
"2016/17","H211H","SMR04"," ",5,10,10,10,"0"," "
"2016/17","H211H","Total","d",10,15,15,15,"0"," "
"2016/17","H212H","SMR01"," ",65,65,55,50,"",":"
"2016/17","H212H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","H212H","Total","d",65,65,55,50,"0"," "
"2016/17","H214H","SMR01"," ",65,65,65,55,"",":"
"2016/17","H214H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","H214H","Total","d",65,65,65,55,"0"," "
"2016/17","H215H","SMR01"," ",0,0,0,0,"",":"
"2016/17","H215H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","H215H","Total","d",0,0,0,0,"0"," "
"2016/17","H217H","SMR01"," ",5,0,0,0,"",":"
"2016/17","H217H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","H217H","Total","d",5,0,0,0,"0"," "
"2016/17","H219H","SMR01"," ",10,10,10,10,"",":"
"2016/17","H219H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","H219H","Total","d",10,10,10,10,"0"," "
"2016/17","H223H","SMR01"," ",0,0,0,0,"",":"
"2016/17","H223H","SMR04"," ",815,810,705,640,"140"," "
"2016/17","H223H","Total","d",815,810,705,640,"140"," "
"2016/17","H224H","SMR01"," ",25,25,25,20,"",":"
"2016/17","H224H","SMR04"," ",30,30,25,25,"5"," "
"2016/17","H224H","Total","d",50,55,50,45,"5"," "
"2016/17","H226H","SMR01"," ",10,10,10,5,"",":"
"2016/17","H226H","SMR04"," ",20,20,20,20,"10"," "
"2016/17","H226H","Total","d",30,30,25,25,"10"," "
"2016/17","H227H","SMR01"," ",5,5,0,5,"",":"
"2016/17","H227H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","H227H","Total","d",5,5,0,5,"0"," "
"2016/17","L103H","SMR01"," ",0,0,0,0,"",":"
"2016/17","L103H","SMR04"," ",20,25,15,20,"10"," "
"2016/17","L103H","Total","d",20,25,15,20,"10"," "
"2016/17","L106H","SMR01"," ",1370,1370,590,510,"",":"
"2016/17","L106H","SMR04"," ",360,355,305,275,"25"," "
"2016/17","L106H","Total","d",1730,1725,895,770,"25"," "
"2016/17","L112V","SMR01"," ",0,0,0,0,"",":"
"2016/17","L112V","SMR04"," ",5,10,10,10,"25"," "
"2016/17","L112V","Total","d",5,10,10,10,"25"," "
"2016/17","L203H","SMR01"," ",0,0,0,0,"",":"
"2016/17","L203H","SMR04"," ",5,5,5,5,"25"," "
"2016/17","L203H","Total","d",5,5,5,5,"25"," "
"2016/17","L213V","SMR01"," ",0,0,0,0,"",":"
"2016/17","L213V","SMR04"," ",10,20,15,20,"45"," "
"2016/17","L213V","Total","d",10,20,15,20,"45"," "
"2016/17","L218H","SMR01"," ",0,0,0,0,"",":"
"2016/17","L218H","SMR04"," ",35,40,20,30,"0"," "
"2016/17","L218H","Total","d",35,40,20,30,"0"," "
"2016/17","L302H","SMR01"," ",920,915,515,460,"",":"
"2016/17","L302H","SMR04"," ",705,710,615,555,"45"," "
"2016/17","L302H","Total","d",1625,1630,1130,980,"45"," "
"2016/17","L305H","SMR01"," ",0,0,0,0,"",":"
"2016/17","L305H","SMR04"," ",170,165,120,145,"30"," "
"2016/17","L305H","Total","d",170,165,120,145,"30"," "
"2016/17","L307H","SMR01"," ",0,0,0,0,"",":"
"2016/17","L307H","SMR04"," ",20,15,10,15,"25"," "
"2016/17","L307H","Total","d",20,15,10,15,"25"," "
"2016/17","L308H","SMR01"," ",860,855,460,425,"",":"
"2016/17","L308H","SMR04"," ",575,560,450,430,"60"," "
"2016/17","L308H","Total","d",1435,1415,905,835,"60"," "
"2016/17","L330V","SMR01"," ",10,10,10,10,"",":"
"2016/17","L330V","SMR04"," ",0,0,0,0,"0"," "
"2016/17","L330V","Total","d",10,10,10,10,"0"," "
"2016/17","L365V","SMR01"," ",0,0,0,0,"",":"
"2016/17","L365V","SMR04"," ",5,0,0,0,"15"," "
"2016/17","L365V","Total","d",5,0,0,0,"15"," "
"2016/17","N101H","SMR01"," ",1020,1015,785,675,"",":"
"2016/17","N101H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","N101H","Total","d",1020,1015,785,675,"0"," "
"2016/17","N102H","SMR01"," ",20,20,20,20,"",":"
"2016/17","N102H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","N102H","Total","d",20,20,20,20,"0"," "
"2016/17","N121H","SMR01"," ",20,20,20,20,"",":"
"2016/17","N121H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","N121H","Total","d",20,20,20,20,"0"," "
"2016/17","N151H","SMR01"," ",5,5,5,0,"",":"
"2016/17","N151H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","N151H","Total","d",5,5,5,0,"0"," "
"2016/17","N181H","SMR01"," ",10,10,10,10,"",":"
"2016/17","N181H","SMR04"," ",35,35,35,30,"15"," "
"2016/17","N181H","Total","d",45,40,40,40,"15"," "
"2016/17","N184H","SMR01"," ",0,0,0,0,"",":"
"2016/17","N184H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","N184H","Total","d",0,0,0,0,"0"," "
"2016/17","N198H","SMR01"," ",0,0,0,0,"",":"
"2016/17","N198H","SMR04"," ",1375,1380,1210,1015,"245"," "
"2016/17","N198H","Total","d",1375,1380,1210,1015,"245"," "
"2016/17","N331H","SMR01"," ",5,5,5,5,"",":"
"2016/17","N331H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","N331H","Total","d",5,5,5,5,"0"," "
"2016/17","N332H","SMR01"," ",10,10,10,10,"",":"
"2016/17","N332H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","N332H","Total","d",10,10,10,10,"0"," "
"2016/17","N333H","SMR01"," ",5,5,5,5,"",":"
"2016/17","N333H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","N333H","Total","d",5,5,5,5,"0"," "
"2016/17","N334H","SMR01"," ",15,15,10,10,"",":"
"2016/17","N334H","SMR04"," ",30,25,25,25,"10"," "
"2016/17","N334H","Total","d",45,40,35,35,"10"," "
"2016/17","N335H","SMR01"," ",15,15,10,10,"",":"
"2016/17","N335H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","N335H","Total","d",15,15,10,10,"0"," "
"2016/17","N336H","SMR01"," ",15,10,10,10,"",":"
"2016/17","N336H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","N336H","Total","d",15,10,10,10,"0"," "
"2016/17","N337H","SMR01"," ",15,15,15,15,"",":"
"2016/17","N337H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","N337H","Total","d",15,15,15,15,"0"," "
"2016/17","N352H","SMR01"," ",5,5,5,5,"",":"
"2016/17","N352H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","N352H","Total","d",5,5,5,5,"0"," "
"2016/17","N411H","SMR01"," ",135,135,95,95,"",":"
"2016/17","N411H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","N411H","Total","d",135,135,95,95,"0"," "
"2016/17","N431H","SMR01"," ",10,10,10,5,"",":"
"2016/17","N431H","SMR04"," ",30,35,30,30,"5"," "
"2016/17","N431H","Total","d",40,40,40,35,"5"," "
"2016/17","N432H","SMR01"," ",5,5,5,5,"",":"
"2016/17","N432H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","N432H","Total","d",5,5,5,5,"0"," "
"2016/17","N433H","SMR01"," ",5,5,5,5,"",":"
"2016/17","N433H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","N433H","Total","d",5,5,5,5,"0"," "
"2016/17","N434H","SMR01"," ",5,5,5,5,"",":"
"2016/17","N434H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","N434H","Total","d",5,5,5,5,"0"," "
"2016/17","N451H","SMR01"," ",0,0,0,0,"",":"
"2016/17","N451H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","N451H","Total","d",0,0,0,0,"0"," "
"2016/17","N465R","SMR01"," ",0,0,0,0,"",":"
"2016/17","N465R","SMR04"," ",25,25,25,20,"10"," "
"2016/17","N465R","Total","d",25,25,25,20,"10"," "
"2016/17","N492H","SMR01"," ",0,0,0,0,"",":"
"2016/17","N492H","SMR04"," ",5,5,5,5,"5"," "
"2016/17","N492H","Total","d",5,5,5,5,"5"," "
"2016/17","N494H","SMR01"," ",5,5,5,5,"",":"
"2016/17","N494H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","N494H","Total","d",5,5,5,5,"0"," "
"2016/17","N495H","SMR01"," ",0,0,0,0,"",":"
"2016/17","N495H","SMR04"," ",180,180,170,140,"15"," "
"2016/17","N495H","Total","d",180,180,170,140,"15"," "
"2016/17","N496H","SMR01"," ",0,0,0,0,"",":"
"2016/17","N496H","SMR04"," ",5,5,5,5,"5"," "
"2016/17","N496H","Total","d",5,5,5,5,"5"," "
"2016/17","N498V","SMR01"," ",5,5,5,5,"",":"
"2016/17","N498V","SMR04"," ",0,0,0,0,"0"," "
"2016/17","N498V","Total","d",5,5,5,5,"0"," "
"2016/17","R101H","SMR01"," ",25,30,25,20,"",":"
"2016/17","R101H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","R101H","Total","d",25,30,25,20,"0"," "
"2016/17","S102H","SMR01"," ",0,0,0,0,"",":"
"2016/17","S102H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","S102H","Total","d",0,0,0,0,"0"," "
"2016/17","S108H","SMR01"," ",0,0,0,0,"",":"
"2016/17","S108H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","S108H","Total","d",0,0,0,0,"0"," "
"2016/17","S109H","SMR01"," ",0,0,0,0,"",":"
"2016/17","S109H","SMR04"," ",25,25,25,25,"15"," "
"2016/17","S109H","Total","d",25,25,25,25,"15"," "
"2016/17","S113H","SMR01"," ",15,15,10,10,"",":"
"2016/17","S113H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","S113H","Total","d",15,15,10,10,"0"," "
"2016/17","S116H","SMR01"," ",700,695,360,370,"",":"
"2016/17","S116H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","S116H","Total","d",700,695,360,370,"0"," "
"2016/17","S121K","SMR01"," ",0,0,0,0,"",":"
"2016/17","S121K","SMR04"," ",0,0,0,0,"0"," "
"2016/17","S121K","Total","d",0,0,0,0,"0"," "
"2016/17","S201H","SMR01"," ",5,5,5,5,"",":"
"2016/17","S201H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","S201H","Total","d",5,5,5,5,"0"," "
"2016/17","S209H","SMR01"," ",60,60,45,45,"",":"
"2016/17","S209H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","S209H","Total","d",60,60,45,45,"0"," "
"2016/17","S217H","SMR01"," ",0,0,0,0,"",":"
"2016/17","S217H","SMR04"," ",2235,2240,1840,1510,"315"," "
"2016/17","S217H","Total","d",2235,2240,1840,1510,"315"," "
"2016/17","S225H","SMR01"," ",50,50,50,30,"",":"
"2016/17","S225H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","S225H","Total","d",50,50,50,30,"0"," "
"2016/17","S306H","SMR01"," ",0,0,0,0,"",":"
"2016/17","S306H","SMR04"," ",15,15,15,15,"25"," "
"2016/17","S306H","Total","d",15,15,15,15,"25"," "
"2016/17","S308H","SMR01"," ",655,660,530,475,"",":"
"2016/17","S308H","SMR04"," ",880,885,685,550,"65"," "
"2016/17","S308H","Total","d",1540,1545,1215,975,"65"," "
"2016/17","S310H","SMR01"," ",0,0,0,0,"",":"
"2016/17","S310H","SMR04"," ",70,70,20,45,"25"," "
"2016/17","S310H","Total","d",70,70,20,45,"25"," "
"2016/17","S312H","SMR01"," ",0,0,0,0,"",":"
"2016/17","S312H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","S312H","Total","d",0,0,0,0,"0"," "
"2016/17","S312R","SMR01"," ",0,0,0,0,"",":"
"2016/17","S312R","SMR04"," ",15,5,5,5,"30"," "
"2016/17","S312R","Total","d",15,5,5,5,"30"," "
"2016/17","S313H","SMR01"," ",0,0,0,0,"",":"
"2016/17","S313H","SMR04"," ",40,40,5,35,"30"," "
"2016/17","S313H","Total","d",40,40,5,35,"30"," "
"2016/17","S314H","SMR01"," ",1490,1490,840,785,"",":"
"2016/17","S314H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","S314H","Total","d",1490,1490,840,785,"0"," "
"2016/17","S315H","SMR01"," ",0,0,0,0,"",":"
"2016/17","S315H","SMR04"," ",45,50,30,30,"25"," "
"2016/17","S315H","Total","d",45,50,30,30,"25"," "
"2016/17","S318H","SMR01"," ",0,0,0,0,"",":"
"2016/17","S318H","SMR04"," ",150,150,100,130,"45"," "
"2016/17","S318H","Total","d",150,150,100,130,"45"," "
"2016/17","T101H","SMR01"," ",925,930,520,500,"",":"
"2016/17","T101H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","T101H","Total","d",930,930,520,505,"0"," "
"2016/17","T107H","SMR01"," ",60,65,65,60,"",":"
"2016/17","T107H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","T107H","Total","d",60,65,65,60,"0"," "
"2016/17","T202H","SMR01"," ",280,280,210,205,"",":"
"2016/17","T202H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","T202H","Total","d",280,280,210,205,"0"," "
"2016/17","T205H","SMR01"," ",10,5,5,5,"",":"
"2016/17","T205H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","T205H","Total","d",10,5,5,5,"0"," "
"2016/17","T209H","SMR01"," ",5,5,5,5,"",":"
"2016/17","T209H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","T209H","Total","d",5,5,5,5,"0"," "
"2016/17","T215H","SMR01"," ",0,0,0,0,"",":"
"2016/17","T215H","SMR04"," ",995,985,825,675,"135"," "
"2016/17","T215H","Total","d",1000,990,825,680,"135"," "
"2016/17","T304H","SMR01"," ",15,15,15,15,"",":"
"2016/17","T304H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","T304H","Total","d",15,15,15,15,"0"," "
"2016/17","T310H","SMR01"," ",5,5,5,5,"",":"
"2016/17","T310H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","T310H","Total","d",5,5,5,5,"0"," "
"2016/17","T312H","SMR01"," ",10,10,10,10,"",":"
"2016/17","T312H","SMR04"," ",290,320,270,250,"20"," "
"2016/17","T312H","Total","d",300,330,280,260,"20"," "
"2016/17","T313H","SMR01"," ",10,10,10,10,"",":"
"2016/17","T313H","SMR04"," ",55,60,55,50,"5"," "
"2016/17","T313H","Total","d",65,70,65,60,"5"," "
"2016/17","T315S","SMR01"," ",0,0,0,0,"",":"
"2016/17","T315S","SMR04"," ",0,0,0,0,"5"," "
"2016/17","T315S","Total","d",0,0,0,0,"5"," "
"2016/17","T316H","SMR01"," ",10,10,10,5,"",":"
"2016/17","T316H","SMR04"," ",20,30,30,25,"0"," "
"2016/17","T316H","Total","d",30,40,35,30,"0"," "
"2016/17","T317H","SMR01"," ",0,0,0,0,"",":"
"2016/17","T317H","SMR04"," ",735,720,535,565,"60"," "
"2016/17","T317H","Total","d",735,720,535,565,"60"," "
"2016/17","T317V","SMR01"," ",10,10,10,5,"",":"
"2016/17","T317V","SMR04"," ",0,0,0,0,"0"," "
"2016/17","T317V","Total","d",10,10,10,5,"0"," "
"2016/17","T320H","SMR01"," ",5,5,5,5,"",":"
"2016/17","T320H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","T320H","Total","d",5,5,5,5,"0"," "
"2016/17","T322H","SMR01"," ",0,0,0,0,"",":"
"2016/17","T322H","SMR04"," ",235,230,165,165,"45"," "
"2016/17","T322H","Total","d",235,230,165,165,"45"," "
"2016/17","T323H","SMR01"," ",5,5,5,5,"",":"
"2016/17","T323H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","T323H","Total","d",5,5,5,5,"0"," "
"2016/17","T324H","SMR01"," ",0,0,0,0,"",":"
"2016/17","T324H","SMR04"," ",50,50,45,45,"10"," "
"2016/17","T324H","Total","d",50,50,45,45,"10"," "
"2016/17","V102H","SMR01"," ",35,30,25,30,"",":"
"2016/17","V102H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","V102H","Total","d",35,30,25,30,"0"," "
"2016/17","V105H","SMR01"," ",0,0,0,0,"",":"
"2016/17","V105H","SMR04"," ",20,20,20,20,"15"," "
"2016/17","V105H","Total","d",20,20,20,20,"15"," "
"2016/17","V106H","SMR01"," ",0,0,0,0,"",":"
"2016/17","V106H","SMR04"," ",45,50,30,40,"45"," "
"2016/17","V106H","Total","d",45,50,30,40,"45"," "
"2016/17","V201H","SMR01"," ",20,15,15,10,"",":"
"2016/17","V201H","SMR04"," ",30,35,25,30,"10"," "
"2016/17","V201H","Total","d",50,50,40,40,"10"," "
"2016/17","V214H","SMR01"," ",0,0,0,0,"",":"
"2016/17","V214H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","V214H","Total","d",0,0,0,0,"0"," "
"2016/17","V216H","SMR01"," ",5,5,5,5,"",":"
"2016/17","V216H","SMR04"," ",35,35,30,35,"20"," "
"2016/17","V216H","Total","d",40,40,40,40,"20"," "
"2016/17","V217H","SMR01"," ",630,625,405,365,"",":"
"2016/17","V217H","SMR04"," ",1290,1285,990,820,"85"," "
"2016/17","V217H","Total","d",1925,1910,1395,1145,"85"," "
"2016/17","W106H","SMR01"," ",15,10,10,5,"",":"
"2016/17","W106H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","W106H","Total","d",15,10,10,5,"0"," "
"2016/17","W107H","SMR01"," ",60,60,45,40,"",":"
"2016/17","W107H","SMR04"," ",35,35,30,30,"20"," "
"2016/17","W107H","Total","d",95,95,80,65,"20"," "
"2016/17","W108H","SMR01"," ",35,35,30,30,"",":"
"2016/17","W108H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","W108H","Total","d",35,35,30,30,"0"," "
"2016/17","Y101H","SMR01"," ",5,0,0,0,"",":"
"2016/17","Y101H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","Y101H","Total","d",5,0,0,0,"0"," "
"2016/17","Y104H","SMR01"," ",635,645,470,255,"",":"
"2016/17","Y104H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","Y104H","Total","d",635,645,470,255,"0"," "
"2016/17","Y106H","SMR01"," ",5,5,5,5,"",":"
"2016/17","Y106H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","Y106H","Total","d",5,5,5,5,"0"," "
"2016/17","Y107H","SMR01"," ",5,5,5,5,"",":"
"2016/17","Y107H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","Y107H","Total","d",5,5,5,5,"0"," "
"2016/17","Y108H","SMR01"," ",5,5,5,5,"",":"
"2016/17","Y108H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","Y108H","Total","d",5,5,5,5,"0"," "
"2016/17","Y109H","SMR01"," ",10,10,10,10,"",":"
"2016/17","Y109H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","Y109H","Total","d",10,10,10,10,"0"," "
"2016/17","Y110H","SMR01"," ",0,0,0,0,"",":"
"2016/17","Y110H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","Y110H","Total","d",0,0,0,0,"0"," "
"2016/17","Y114H","SMR01"," ",5,5,5,5,"",":"
"2016/17","Y114H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","Y114H","Total","d",5,5,5,5,"0"," "
"2016/17","Y120H","SMR01"," ",5,5,5,5,"",":"
"2016/17","Y120H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","Y120H","Total","d",5,5,5,5,"0"," "
"2016/17","Y144H","SMR01"," ",35,35,35,30,"",":"
"2016/17","Y144H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","Y144H","Total","d",35,35,35,30,"0"," "
"2016/17","Y145H","SMR01"," ",0,0,0,0,"",":"
"2016/17","Y145H","SMR04"," ",845,835,535,365,"65"," "
"2016/17","Y145H","Total","d",845,835,535,365,"65"," "
"2016/17","Z102H","SMR01"," ",75,75,70,65,"",":"
"2016/17","Z102H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","Z102H","Total","d",75,75,70,65,"0"," "
"2017/18","A101H","SMR01"," ",10,10,10,10,"",":"
"2017/18","A101H","SMR04"," ",0,0,0,0,"0"," "
"2017/18","A101H","Total","d",10,10,10,10,"0"," "
"2017/18","A103H","SMR01"," ",5,5,0,0,"",":"
"2017/18","A103H","SMR04"," ",0,0,0,0,"0"," "
"2017/18","A103H","Total","d",5,5,0,0,"0"," "
"2017/18","A110H","SMR01"," ",5,5,5,5,"",":"
"2017/18","A110H","SMR04"," ",0,0,0,0,"0"," "
"2017/18","A110H","Total","d",5,5,5,5,"0"," "
"2017/18","A111H","SMR01"," ",770,775,480,405,"",":"
"2017/18","A111H","SMR04"," ",0,0,0,0,"0"," "
"2017/18","A111H","Total","d",770,775,480,405,"0"," "
"2017/18","A201H","SMR01"," ",0,0,0,0,"",":"
"2017/18","A201H","SMR04"," ",120,120,115,110,"60"," "
"2017/18","A201H","Total","d",120,120,115,110,"60"," "
"2017/18","A208H","SMR01"," ",0,5,5,5,"",":"
"2017/18","A208H","SMR04"," ",0,0,0,0,"0"," "
"2017/18","A208H","Total","d",0,5,5,5,"0"," "
"2017/18","A210H","SMR01"," ",625,625,395,325,"",":"
"2017/18","A210H","SMR04"," ",0,0,0,0,"0"," "
"2017/18","A210H","Total","d",625,625,395,325,"0"," "
"2017/18","A215H","SMR01"," ",5,5,5,5,"",":"
"2017/18","A215H","SMR04"," ",5,5,5,5,"10"," "
"2017/18","A215H","Total","d",15,15,10,10,"10"," "
"2017/18","A216H","SMR01"," ",20,20,20,20,"",":"
"2017/18","A216H","SMR04"," ",0,0,0,0,"0"," "
"2017/18","A216H","Total","d",20,20,20,20,"0"," "
"2017/18","A217H","SMR01"," ",0,0,0,0,"",":"
"2017/18","A217H","SMR04"," ",980,970,855,750,"110"," "
"2017/18","A217H","Total","d",985,970,860,755,"110"," "
"2017/18","A240V","SMR01"," ",0,0,0,0,"",":"
"2017/18","A240V","SMR04"," ",10,5,5,5,"20"," "
"2017/18","A240V","Total","d",10,5,5,5,"20"," "
"2017/18","B104H","SMR01"," ",0,0,0,0,"",":"
"2017/18","B104H","SMR04"," ",60,65,50,45,"5"," "
"2017/18","B104H","Total","d",60,65,50,45,"5"," "
"2017/18","B120H","SMR01"," ",405,400,255,220,"",":"
"2017/18","B120H","SMR04"," ",80,80,55,55,"20"," "
"2017/18","B120H","Total","d",485,480,315,275,"20"," "
"2017/18","B129H","SMR01"," ",0,0,0,0,"",":"
"2017/18","B129H","SMR04"," ",5,5,5,5,"10"," "
"2017/18","B129H","Total","d",5,5,5,5,"10"," "
"2017/18","B130H","SMR01"," ",0,0,0,0,"",":"
"2017/18","B130H","SMR04"," ",280,280,245,215,"15"," "
"2017/18","B130H","Total","d",280,280,245,215,"15"," "
"2017/18","C101H","SMR01"," ",0,0,0,0,"",":"
"2017/18","C101H","SMR04"," ",65,75,60,60,"5"," "
"2017/18","C101H","Total","d",65,75,60,60,"5"," "
"2017/18","C106H","SMR01"," ",30,30,30,25,"",":"
"2017/18","C106H","SMR04"," ",0,0,0,0,"0"," "
"2017/18","C106H","Total","d",30,30,30,25,"0"," "
"2017/18","C108H","SMR01"," ",25,25,25,25,"",":"
"2017/18","C108H","SMR04"," ",0,0,0,0,"0"," "
"2017/18","C108H","Total","d",25,25,25,25,"0"," "
"2017/18","C113H","SMR01"," ",30,30,30,25,"",":"
"2017/18","C113H","SMR04"," ",0,0,0,0,"0"," "
"2017/18","C113H","Total","d",30,30,30,25,"0"," "
"2017/18","C121H","SMR01"," ",100,100,100,80,"",":"
"2017/18","C121H","SMR04"," ",0,0,0,0,"0"," "
"2017/18","C121H","Total","d",100,100,100,80,"0"," "
"2017/18","C122H","SMR01"," ",30,30,30,25,"",":"
"2017/18","C122H","SMR04"," ",0,0,0,0,"0"," "
"2017/18","C122H","Total","d",30,30,30,25,"0"," "
"2017/18","C204H","SMR01"," ",0,0,0,0,"",":"
"2017/18","C204H","SMR04"," ",5,5,5,5,"10"," "
"2017/18","C204H","Total","d",5,5,5,5,"10"," "
"2017/18","C206H","SMR01"," ",265,270,120,115,"",":"
"2017/18","C206H","SMR04"," ",45,50,40,45,"10"," "
"2017/18","C206H","Total","d",315,315,160,155,"10"," "
"2017/18","C310H","SMR01"," ",0,0,0,0,"",":"
"2017/18","C310H","SMR04"," ",5,45,10,45,"0"," "
"2017/18","C310H","Total","d",5,45,10,45,"0"," "
"2017/18","C313H","SMR01"," ",1020,1030,485,405,"",":"
"2017/18","C313H","SMR04"," ",305,305,260,255,"25"," "
"2017/18","C313H","Total","d",1325,1335,740,645,"25"," "
"2017/18","C403H","SMR01"," ",0,0,0,0,"",":"
"2017/18","C403H","SMR04"," ",295,305,160,195,"75"," "
"2017/18","C403H","Total","d",295,305,160,195,"75"," "
"2017/18","C418H","SMR01"," ",1100,1090,660,550,"",":"
"2017/18","C418H","SMR04"," ",170,165,115,140,"40"," "
"2017/18","C418H","Total","d",1270,1255,775,680,"40"," "
"2017/18","C419H","SMR01"," ",0,0,0,0,"",":"
"2017/18","C419H","SMR04"," ",110,110,90,90,"15"," "
"2017/18","C419H","Total","d",110,110,90,90,"15"," "
"2017/18","D101H","SMR01"," ",0,0,0,0,"",":"
"2017/18","D101H","SMR04"," ",120,125,15,85,"110"," "
"2017/18","D101H","Total","d",120,125,15,85,"110"," "
"2017/18","D102H","SMR01"," ",0,0,0,0,"",":"
"2017/18","D102H","SMR04"," ",0,0,0,0,"0"," "
"2017/18","D102H","Total","d",0,0,0,0,"0"," "
"2017/18","F701H","SMR01"," ",50,50,45,45,"",":"
"2017/18","F701H","SMR04"," ",0,0,0,0,"0"," "
"2017/18","F701H","Total","d",50,50,45,45,"0"," "
"2017/18","F704H","SMR01"," ",1800,1800,1010,985,"",":"
"2017/18","F704H","SMR04"," ",0,0,0,0,"0"," "
"2017/18","F704H","Total","d",1800,1800,1010,985,"0"," "
"2017/18","F708H","SMR01"," ",5,5,5,5,"",":"
"2017/18","F708H","SMR04"," ",0,0,0,0,"0"," "
"2017/18","F708H","Total","d",5,5,5,5,"0"," "
"2017/18","F709H","SMR01"," ",10,10,10,10,"",":"
"2017/18","F709H","SMR04"," ",0,0,0,0,"0"," "
"2017/18","F709H","Total","d",10,10,10,10,"0"," "
"2017/18","F711H","SMR01"," ",0,0,0,0,"",":"
"2017/18","F711H","SMR04"," ",390,395,305,270,"25"," "
"2017/18","F711H","Total","d",390,395,305,270,"25"," "
"2017/18","F712H","SMR01"," ",0,0,0,0,"",":"
"2017/18","F712H","SMR04"," ",665,665,415,435,"115"," "
"2017/18","F712H","Total","d",665,665,415,435,"115"," "
"2017/18","F716H","SMR01"," ",45,45,40,40,"",":"
"2017/18","F716H","SMR04"," ",0,0,0,0,"0"," "
"2017/18","F716H","Total","d",45,45,40,40,"0"," "
"2017/18","F805H","SMR01"," ",80,75,70,70,"",":"
"2017/18","F805H","SMR04"," ",480,490,385,325,"65"," "
"2017/18","F805H","Total","d",560,565,455,385,"65"," "
"2017/18","F810H","SMR01"," ",0,0,0,0,"",":"
